<https://info.internet.org/en/>;rel="original"
,<http://web.archive.org/web/20160123134205/https://info.internet.org/en>;rel="memento"; datetime="Sat, 23 Jan 2016 13:42:05 GMT"
,<http://web.archive.org/web/20160123134207/https://info.internet.org/en/>;rel="memento"; datetime="Sat, 23 Jan 2016 13:42:07 GMT"
,<http://web.archive.org/web/20160125233310/https://info.internet.org/en>;rel="memento"; datetime="Mon, 25 Jan 2016 23:33:10 GMT"
,<http://web.archive.org/web/20160125233311/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 25 Jan 2016 23:33:11 GMT"
,<http://web.archive.org/web/20160125233318/http://info.internet.org/en>;rel="memento"; datetime="Mon, 25 Jan 2016 23:33:18 GMT"
,<http://web.archive.org/web/20160126044352/https://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 04:43:52 GMT"
,<http://web.archive.org/web/20160126044354/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 26 Jan 2016 04:43:54 GMT"
,<http://web.archive.org/web/20160126044424/http://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 04:44:24 GMT"
,<http://web.archive.org/web/20160126075748/https://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 07:57:48 GMT"
,<http://web.archive.org/web/20160126075749/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 26 Jan 2016 07:57:49 GMT"
,<http://web.archive.org/web/20160126090143/https://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 09:01:43 GMT"
,<http://web.archive.org/web/20160126090145/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 26 Jan 2016 09:01:45 GMT"
,<http://web.archive.org/web/20160126090151/http://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 09:01:51 GMT"
,<http://web.archive.org/web/20160126095836/https://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 09:58:36 GMT"
,<http://web.archive.org/web/20160126095837/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 26 Jan 2016 09:58:37 GMT"
,<http://web.archive.org/web/20160126095843/http://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 09:58:43 GMT"
,<http://web.archive.org/web/20160126113233/https://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 11:32:33 GMT"
,<http://web.archive.org/web/20160126113241/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 26 Jan 2016 11:32:41 GMT"
,<http://web.archive.org/web/20160126113259/http://info.internet.org/en>;rel="memento"; datetime="Tue, 26 Jan 2016 11:32:59 GMT"
,<http://web.archive.org/web/20160127020542/https://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 02:05:42 GMT"
,<http://web.archive.org/web/20160127020543/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 27 Jan 2016 02:05:43 GMT"
,<http://web.archive.org/web/20160127020550/http://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 02:05:50 GMT"
,<http://web.archive.org/web/20160127042910/https://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 04:29:10 GMT"
,<http://web.archive.org/web/20160127042911/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 27 Jan 2016 04:29:11 GMT"
,<http://web.archive.org/web/20160127042917/http://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 04:29:17 GMT"
,<http://web.archive.org/web/20160127063731/https://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 06:37:31 GMT"
,<http://web.archive.org/web/20160127063732/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 27 Jan 2016 06:37:32 GMT"
,<http://web.archive.org/web/20160127063739/http://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 06:37:39 GMT"
,<http://web.archive.org/web/20160127144449/https://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 14:44:49 GMT"
,<http://web.archive.org/web/20160127144450/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 27 Jan 2016 14:44:50 GMT"
,<http://web.archive.org/web/20160127144456/http://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 14:44:56 GMT"
,<http://web.archive.org/web/20160127160249/https://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 16:02:49 GMT"
,<http://web.archive.org/web/20160127160250/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 27 Jan 2016 16:02:50 GMT"
,<http://web.archive.org/web/20160127160256/http://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 16:02:56 GMT"
,<http://web.archive.org/web/20160127225749/https://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 22:57:49 GMT"
,<http://web.archive.org/web/20160127225752/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 27 Jan 2016 22:57:52 GMT"
,<http://web.archive.org/web/20160127225818/http://info.internet.org/en>;rel="memento"; datetime="Wed, 27 Jan 2016 22:58:18 GMT"
,<http://web.archive.org/web/20160128044324/https://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 04:43:24 GMT"
,<http://web.archive.org/web/20160128044325/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 28 Jan 2016 04:43:25 GMT"
,<http://web.archive.org/web/20160128044331/http://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 04:43:31 GMT"
,<http://web.archive.org/web/20160128071757/https://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 07:17:57 GMT"
,<http://web.archive.org/web/20160128071759/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 28 Jan 2016 07:17:59 GMT"
,<http://web.archive.org/web/20160128071805/http://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 07:18:05 GMT"
,<http://web.archive.org/web/20160128092849/https://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 09:28:49 GMT"
,<http://web.archive.org/web/20160128092851/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 28 Jan 2016 09:28:51 GMT"
,<http://web.archive.org/web/20160128092934/http://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 09:29:34 GMT"
,<http://web.archive.org/web/20160128153702/https://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 15:37:02 GMT"
,<http://web.archive.org/web/20160128153705/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 28 Jan 2016 15:37:05 GMT"
,<http://web.archive.org/web/20160128153719/http://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 15:37:19 GMT"
,<http://web.archive.org/web/20160128210753/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 28 Jan 2016 21:07:53 GMT"
,<http://web.archive.org/web/20160128210803/https://info.internet.org/en>;rel="memento"; datetime="Thu, 28 Jan 2016 21:08:03 GMT"
,<http://web.archive.org/web/20160129073224/https://info.internet.org/en>;rel="memento"; datetime="Fri, 29 Jan 2016 07:32:24 GMT"
,<http://web.archive.org/web/20160129073225/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 29 Jan 2016 07:32:25 GMT"
,<http://web.archive.org/web/20160129073231/http://info.internet.org/en>;rel="memento"; datetime="Fri, 29 Jan 2016 07:32:31 GMT"
,<http://web.archive.org/web/20160129114326/https://info.internet.org/en>;rel="memento"; datetime="Fri, 29 Jan 2016 11:43:26 GMT"
,<http://web.archive.org/web/20160129114327/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 29 Jan 2016 11:43:27 GMT"
,<http://web.archive.org/web/20160129114334/http://info.internet.org/en>;rel="memento"; datetime="Fri, 29 Jan 2016 11:43:34 GMT"
,<http://web.archive.org/web/20160129150555/https://info.internet.org/en>;rel="memento"; datetime="Fri, 29 Jan 2016 15:05:55 GMT"
,<http://web.archive.org/web/20160129150556/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 29 Jan 2016 15:05:56 GMT"
,<http://web.archive.org/web/20160129150602/http://info.internet.org/en>;rel="memento"; datetime="Fri, 29 Jan 2016 15:06:02 GMT"
,<http://web.archive.org/web/20160130151238/https://info.internet.org/en>;rel="memento"; datetime="Sat, 30 Jan 2016 15:12:38 GMT"
,<http://web.archive.org/web/20160130151240/https://info.internet.org/en/>;rel="memento"; datetime="Sat, 30 Jan 2016 15:12:40 GMT"
,<http://web.archive.org/web/20160130151248/http://info.internet.org/en>;rel="memento"; datetime="Sat, 30 Jan 2016 15:12:48 GMT"
,<http://web.archive.org/web/20160130212309/https://info.internet.org/en>;rel="memento"; datetime="Sat, 30 Jan 2016 21:23:09 GMT"
,<http://web.archive.org/web/20160130212310/https://info.internet.org/en/>;rel="memento"; datetime="Sat, 30 Jan 2016 21:23:10 GMT"
,<http://web.archive.org/web/20160130212317/http://info.internet.org/en>;rel="memento"; datetime="Sat, 30 Jan 2016 21:23:17 GMT"
,<http://web.archive.org/web/20160130215137/https://info.internet.org/en>;rel="memento"; datetime="Sat, 30 Jan 2016 21:51:37 GMT"
,<http://web.archive.org/web/20160130215138/https://info.internet.org/en/>;rel="memento"; datetime="Sat, 30 Jan 2016 21:51:38 GMT"
,<http://web.archive.org/web/20160130215145/http://info.internet.org/en>;rel="memento"; datetime="Sat, 30 Jan 2016 21:51:45 GMT"
,<http://web.archive.org/web/20160130221412/https://info.internet.org/en>;rel="memento"; datetime="Sat, 30 Jan 2016 22:14:12 GMT"
,<http://web.archive.org/web/20160130221413/https://info.internet.org/en/>;rel="memento"; datetime="Sat, 30 Jan 2016 22:14:13 GMT"
,<http://web.archive.org/web/20160130221419/http://info.internet.org/en>;rel="memento"; datetime="Sat, 30 Jan 2016 22:14:19 GMT"
,<http://web.archive.org/web/20160131165215/https://info.internet.org/en>;rel="memento"; datetime="Sun, 31 Jan 2016 16:52:15 GMT"
,<http://web.archive.org/web/20160131165217/https://info.internet.org/en/>;rel="memento"; datetime="Sun, 31 Jan 2016 16:52:17 GMT"
,<http://web.archive.org/web/20160131165227/http://info.internet.org/en>;rel="memento"; datetime="Sun, 31 Jan 2016 16:52:27 GMT"
,<http://web.archive.org/web/20160131174633/https://info.internet.org/en>;rel="memento"; datetime="Sun, 31 Jan 2016 17:46:33 GMT"
,<http://web.archive.org/web/20160131174635/https://info.internet.org/en/>;rel="memento"; datetime="Sun, 31 Jan 2016 17:46:35 GMT"
,<http://web.archive.org/web/20160131174643/http://info.internet.org/en>;rel="memento"; datetime="Sun, 31 Jan 2016 17:46:43 GMT"
,<http://web.archive.org/web/20160201053431/https://info.internet.org/en>;rel="memento"; datetime="Mon, 01 Feb 2016 05:34:31 GMT"
,<http://web.archive.org/web/20160201053432/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 01 Feb 2016 05:34:32 GMT"
,<http://web.archive.org/web/20160201053438/http://info.internet.org/en>;rel="memento"; datetime="Mon, 01 Feb 2016 05:34:38 GMT"
,<http://web.archive.org/web/20160201152707/https://info.internet.org/en>;rel="memento"; datetime="Mon, 01 Feb 2016 15:27:07 GMT"
,<http://web.archive.org/web/20160201152708/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 01 Feb 2016 15:27:08 GMT"
,<http://web.archive.org/web/20160201152717/http://info.internet.org/en>;rel="memento"; datetime="Mon, 01 Feb 2016 15:27:17 GMT"
,<http://web.archive.org/web/20160201180117/https://info.internet.org/en>;rel="memento"; datetime="Mon, 01 Feb 2016 18:01:17 GMT"
,<http://web.archive.org/web/20160201180118/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 01 Feb 2016 18:01:18 GMT"
,<http://web.archive.org/web/20160201180124/http://info.internet.org/en>;rel="memento"; datetime="Mon, 01 Feb 2016 18:01:24 GMT"
,<http://web.archive.org/web/20160201205716/https://info.internet.org/en>;rel="memento"; datetime="Mon, 01 Feb 2016 20:57:16 GMT"
,<http://web.archive.org/web/20160201205717/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 01 Feb 2016 20:57:17 GMT"
,<http://web.archive.org/web/20160201205723/http://info.internet.org/en>;rel="memento"; datetime="Mon, 01 Feb 2016 20:57:23 GMT"
,<http://web.archive.org/web/20160202052419/https://info.internet.org/en>;rel="memento"; datetime="Tue, 02 Feb 2016 05:24:19 GMT"
,<http://web.archive.org/web/20160202052420/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 02 Feb 2016 05:24:20 GMT"
,<http://web.archive.org/web/20160202052428/http://info.internet.org/en>;rel="memento"; datetime="Tue, 02 Feb 2016 05:24:28 GMT"
,<http://web.archive.org/web/20160202074802/https://info.internet.org/en>;rel="memento"; datetime="Tue, 02 Feb 2016 07:48:02 GMT"
,<http://web.archive.org/web/20160202074803/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 02 Feb 2016 07:48:03 GMT"
,<http://web.archive.org/web/20160202093219/https://info.internet.org/en>;rel="memento"; datetime="Tue, 02 Feb 2016 09:32:19 GMT"
,<http://web.archive.org/web/20160202093220/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 02 Feb 2016 09:32:20 GMT"
,<http://web.archive.org/web/20160202093229/http://info.internet.org/en>;rel="memento"; datetime="Tue, 02 Feb 2016 09:32:29 GMT"
,<http://web.archive.org/web/20160202193015/https://info.internet.org/en>;rel="memento"; datetime="Tue, 02 Feb 2016 19:30:15 GMT"
,<http://web.archive.org/web/20160202193016/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 02 Feb 2016 19:30:16 GMT"
,<http://web.archive.org/web/20160202193022/http://info.internet.org/en>;rel="memento"; datetime="Tue, 02 Feb 2016 19:30:22 GMT"
,<http://web.archive.org/web/20160202212536/https://info.internet.org/en>;rel="memento"; datetime="Tue, 02 Feb 2016 21:25:36 GMT"
,<http://web.archive.org/web/20160202212537/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 02 Feb 2016 21:25:37 GMT"
,<http://web.archive.org/web/20160203060400/https://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 06:04:00 GMT"
,<http://web.archive.org/web/20160203060401/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 03 Feb 2016 06:04:01 GMT"
,<http://web.archive.org/web/20160203060408/http://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 06:04:08 GMT"
,<http://web.archive.org/web/20160203072016/https://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 07:20:16 GMT"
,<http://web.archive.org/web/20160203072018/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 03 Feb 2016 07:20:18 GMT"
,<http://web.archive.org/web/20160203072027/http://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 07:20:27 GMT"
,<http://web.archive.org/web/20160203093925/https://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 09:39:25 GMT"
,<http://web.archive.org/web/20160203093926/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 03 Feb 2016 09:39:26 GMT"
,<http://web.archive.org/web/20160203093933/http://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 09:39:33 GMT"
,<http://web.archive.org/web/20160203103118/https://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 10:31:18 GMT"
,<http://web.archive.org/web/20160203103119/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 03 Feb 2016 10:31:19 GMT"
,<http://web.archive.org/web/20160203103126/http://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 10:31:26 GMT"
,<http://web.archive.org/web/20160203132930/https://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 13:29:30 GMT"
,<http://web.archive.org/web/20160203132931/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 03 Feb 2016 13:29:31 GMT"
,<http://web.archive.org/web/20160203132941/http://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 13:29:41 GMT"
,<http://web.archive.org/web/20160203201322/https://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 20:13:22 GMT"
,<http://web.archive.org/web/20160203201323/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 03 Feb 2016 20:13:23 GMT"
,<http://web.archive.org/web/20160203201330/http://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 20:13:30 GMT"
,<http://web.archive.org/web/20160203213641/https://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 21:36:41 GMT"
,<http://web.archive.org/web/20160203213645/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 03 Feb 2016 21:36:45 GMT"
,<http://web.archive.org/web/20160203213704/http://info.internet.org/en>;rel="memento"; datetime="Wed, 03 Feb 2016 21:37:04 GMT"
,<http://wayback.archive-it.org/all/20160204074804/https://info.internet.org/en>;rel="memento"; datetime="Thu, 04 Feb 2016 07:48:04 GMT"
,<http://wayback.archive-it.org/all/20160204074806/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 04 Feb 2016 07:48:06 GMT"
,<http://wayback.archive-it.org/all/20160204074816/https://info.internet.org/en>;rel="memento"; datetime="Thu, 04 Feb 2016 07:48:16 GMT"
,<http://wayback.archive-it.org/all/20160204074825/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 04 Feb 2016 07:48:25 GMT"
,<http://wayback.archive-it.org/all/20160204084637/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 04 Feb 2016 08:46:37 GMT"
,<http://wayback.archive-it.org/all/20160204084803/http://info.internet.org/en>;rel="memento"; datetime="Thu, 04 Feb 2016 08:48:03 GMT"
,<http://wayback.archive-it.org/all/20160204085055/https://info.internet.org/en>;rel="memento"; datetime="Thu, 04 Feb 2016 08:50:55 GMT"
,<http://web.archive.org/web/20160204110304/https://info.internet.org/en>;rel="memento"; datetime="Thu, 04 Feb 2016 11:03:04 GMT"
,<http://web.archive.org/web/20160204110305/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 04 Feb 2016 11:03:05 GMT"
,<http://web.archive.org/web/20160204110312/http://info.internet.org/en>;rel="memento"; datetime="Thu, 04 Feb 2016 11:03:12 GMT"
,<http://web.archive.org/web/20160204200944/https://info.internet.org/en>;rel="memento"; datetime="Thu, 04 Feb 2016 20:09:44 GMT"
,<http://web.archive.org/web/20160204200945/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 04 Feb 2016 20:09:45 GMT"
,<http://web.archive.org/web/20160204200952/http://info.internet.org/en>;rel="memento"; datetime="Thu, 04 Feb 2016 20:09:52 GMT"
,<http://web.archive.org/web/20160205055857/https://info.internet.org/en>;rel="memento"; datetime="Fri, 05 Feb 2016 05:58:57 GMT"
,<http://web.archive.org/web/20160205055858/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 05 Feb 2016 05:58:58 GMT"
,<http://web.archive.org/web/20160205055905/http://info.internet.org/en>;rel="memento"; datetime="Fri, 05 Feb 2016 05:59:05 GMT"
,<http://web.archive.org/web/20160205072937/https://info.internet.org/en>;rel="memento"; datetime="Fri, 05 Feb 2016 07:29:37 GMT"
,<http://web.archive.org/web/20160205171845/https://info.internet.org/en>;rel="memento"; datetime="Fri, 05 Feb 2016 17:18:45 GMT"
,<http://web.archive.org/web/20160205171846/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 05 Feb 2016 17:18:46 GMT"
,<http://web.archive.org/web/20160205171852/http://info.internet.org/en>;rel="memento"; datetime="Fri, 05 Feb 2016 17:18:52 GMT"
,<http://web.archive.org/web/20160205231152/https://info.internet.org/en>;rel="memento"; datetime="Fri, 05 Feb 2016 23:11:52 GMT"
,<http://web.archive.org/web/20160205231153/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 05 Feb 2016 23:11:53 GMT"
,<http://web.archive.org/web/20160205231200/http://info.internet.org/en>;rel="memento"; datetime="Fri, 05 Feb 2016 23:12:00 GMT"
,<http://web.archive.org/web/20160206182026/https://info.internet.org/en>;rel="memento"; datetime="Sat, 06 Feb 2016 18:20:26 GMT"
,<http://web.archive.org/web/20160206182027/https://info.internet.org/en/>;rel="memento"; datetime="Sat, 06 Feb 2016 18:20:27 GMT"
,<http://web.archive.org/web/20160206182035/http://info.internet.org/en>;rel="memento"; datetime="Sat, 06 Feb 2016 18:20:35 GMT"
,<http://web.archive.org/web/20160206200503/https://info.internet.org/en>;rel="memento"; datetime="Sat, 06 Feb 2016 20:05:03 GMT"
,<http://web.archive.org/web/20160206200504/https://info.internet.org/en/>;rel="memento"; datetime="Sat, 06 Feb 2016 20:05:04 GMT"
,<http://web.archive.org/web/20160206213338/https://info.internet.org/en>;rel="memento"; datetime="Sat, 06 Feb 2016 21:33:38 GMT"
,<http://web.archive.org/web/20160206213339/https://info.internet.org/en/>;rel="memento"; datetime="Sat, 06 Feb 2016 21:33:39 GMT"
,<http://web.archive.org/web/20160206213351/http://info.internet.org/en>;rel="memento"; datetime="Sat, 06 Feb 2016 21:33:51 GMT"
,<http://web.archive.org/web/20160207003120/https://info.internet.org/en>;rel="memento"; datetime="Sun, 07 Feb 2016 00:31:20 GMT"
,<http://web.archive.org/web/20160207003121/https://info.internet.org/en/>;rel="memento"; datetime="Sun, 07 Feb 2016 00:31:21 GMT"
,<http://web.archive.org/web/20160207003128/http://info.internet.org/en>;rel="memento"; datetime="Sun, 07 Feb 2016 00:31:28 GMT"
,<http://web.archive.org/web/20160208002922/https://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 00:29:22 GMT"
,<http://web.archive.org/web/20160208002923/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 08 Feb 2016 00:29:23 GMT"
,<http://web.archive.org/web/20160208002931/http://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 00:29:31 GMT"
,<http://web.archive.org/web/20160208024734/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 08 Feb 2016 02:47:34 GMT"
,<http://web.archive.org/web/20160208024741/http://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 02:47:41 GMT"
,<http://wayback.archive-it.org/all/20160208054820/https://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 05:48:20 GMT"
,<http://wayback.archive-it.org/all/20160208054821/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 08 Feb 2016 05:48:21 GMT"
,<http://web.archive.org/web/20160208112033/https://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 11:20:33 GMT"
,<http://web.archive.org/web/20160208112034/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 08 Feb 2016 11:20:34 GMT"
,<http://web.archive.org/web/20160208112044/http://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 11:20:44 GMT"
,<http://web.archive.org/web/20160208150140/https://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 15:01:40 GMT"
,<http://web.archive.org/web/20160208150144/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 08 Feb 2016 15:01:44 GMT"
,<http://web.archive.org/web/20160208150219/http://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 15:02:19 GMT"
,<http://wayback.archive-it.org/all/20160208230529/https://info.internet.org/en>;rel="memento"; datetime="Mon, 08 Feb 2016 23:05:29 GMT"
,<http://wayback.archive-it.org/all/20160208230530/https://info.internet.org/en/>;rel="memento"; datetime="Mon, 08 Feb 2016 23:05:30 GMT"
,<http://web.archive.org/web/20160209004336/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 00:43:36 GMT"
,<http://web.archive.org/web/20160209004338/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 00:43:38 GMT"
,<http://web.archive.org/web/20160209011936/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 01:19:36 GMT"
,<http://web.archive.org/web/20160209011937/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 01:19:37 GMT"
,<http://web.archive.org/web/20160209011944/http://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 01:19:44 GMT"
,<http://web.archive.org/web/20160209032333/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 03:23:33 GMT"
,<http://web.archive.org/web/20160209032335/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 03:23:35 GMT"
,<http://web.archive.org/web/20160209045025/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 04:50:25 GMT"
,<http://web.archive.org/web/20160209045026/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 04:50:26 GMT"
,<http://web.archive.org/web/20160209045034/http://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 04:50:34 GMT"
,<http://web.archive.org/web/20160209073921/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 07:39:21 GMT"
,<http://web.archive.org/web/20160209073922/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 07:39:22 GMT"
,<http://web.archive.org/web/20160209073943/http://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 07:39:43 GMT"
,<http://wayback.archive-it.org/all/20160209080609/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 08:06:09 GMT"
,<http://wayback.archive-it.org/all/20160209080610/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 08:06:10 GMT"
,<http://web.archive.org/web/20160209081434/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 08:14:34 GMT"
,<http://web.archive.org/web/20160209081436/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 08:14:36 GMT"
,<http://web.archive.org/web/20160209132049/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 13:20:49 GMT"
,<http://web.archive.org/web/20160209132056/http://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 13:20:56 GMT"
,<http://web.archive.org/web/20160209144814/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 14:48:14 GMT"
,<http://web.archive.org/web/20160209144816/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 14:48:16 GMT"
,<http://web.archive.org/web/20160209211214/https://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 21:12:14 GMT"
,<http://web.archive.org/web/20160209211216/https://info.internet.org/en/>;rel="memento"; datetime="Tue, 09 Feb 2016 21:12:16 GMT"
,<http://web.archive.org/web/20160209211223/http://info.internet.org/en>;rel="memento"; datetime="Tue, 09 Feb 2016 21:12:23 GMT"
,<http://web.archive.org/web/20160210013552/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 01:35:52 GMT"
,<http://web.archive.org/web/20160210013553/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 01:35:53 GMT"
,<http://web.archive.org/web/20160210013559/http://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 01:35:59 GMT"
,<http://web.archive.org/web/20160210050946/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 05:09:46 GMT"
,<http://web.archive.org/web/20160210050947/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 05:09:47 GMT"
,<http://web.archive.org/web/20160210050954/http://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 05:09:54 GMT"
,<http://wayback.archive-it.org/all/20160210080348/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 08:03:48 GMT"
,<http://wayback.archive-it.org/all/20160210080356/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 08:03:56 GMT"
,<http://web.archive.org/web/20160210081801/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 08:18:01 GMT"
